Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
01/01/1900,N.S.,N.S.,79.99,N.S.,,90.19,71.64,72.63,64.77
01/01/1900,87.52,80.30,N.S.,N.S.,,89.21,71.92,71.43,62.85
01/01/1900,92.20,N.S.,82.52,N.S.,,86.25,71.55,70.82,64.34
01/01/1900,106.69,86.81,89.23,N.S.,,83.67,71.97,70.87,64.46
01/01/1900,108.90,86.95,96.18,N.S.,,82.19,71.37,70.06,64.24
27/12/2008,103.39,87.25,84.90,N.S.,,N.S.,N.S.,N.S.,64.4
20/12/2008,104.46,89.05,86.30,N.S.,,77.65,65.74,69.01,59.0
13/12/2008,105.00,89.91,86.17,N.S.,,75.13,61.88,64.50,56.5
06/12/2008,108.20,94.72,85.79,N.S.,,70.67,59.19,60.17,57.37
29/11/2008,109.96,96.85,86.99,N.S.,,79.50,60.97,61.46,59.31
22/11/2008,108.40,96.76,86.72,N.S.,,83.90,66.11,68.63,63.78
15/11/2008,109.03,98.77,89.07,N.S.,,81.31,68.07,71.00,65.17
08/11/2008,107.71,100.19,90.18,N.S.,,N.S.,69.12,70.73,65.37
01/11/2008,109.46,101.34,90.01,N.S.,,83.95,74.88,72.75,68.22
25/10/2008,114.23,106.50,96.21,N.S.,,90.24,79.69,N.S.,75.94
18/10/2008,113.59,107.29,98.95,N.S.,,93.65,83.14,84.21,79.83
11/10/2008,N.S.,N.S.,N.S.,N.S.,,91.01,82.26,84.37,79.08
04/10/2008,111.43,105.19,97.97,N.S.,,90.63,80.32,82.36,76.96
27/09/2008,109.64,105.57,97.14,N.S.,,99.95,83.73,87.14,82.95
20/09/2008,108.36,102.49,97.94,N.S.,,95.39,83.36,86.45,79.72
13/09/2008,103.26,98.78,91.65,N.S.,,N.S.,75.47,79.64,71.44
06/09/2008,102.05,97.33,88.80,N.S.,,86.09,71.96,75.18,68.57
30/08/2008,100.87,95.96,88.54,N.S.,,81.37,70.36,71.79,67.9
23/08/2008,102.00,96.18,89.13,N.S.,,81.64,70.75,73.02,68.96
16/08/2008,100.64,95.55,88.31,N.S.,,81.39,71.62,74.72,70.51
09/08/2008,98.50,93.18,87.57,N.S.,,76.23,69.80,70.66,68.83
02/08/2008,97.27,92.36,87.63,N.S.,,72.88,67.21,68.90,65.9
26/07/2008,97.86,91.84,86.69,N.S.,,67.50,63.98,65.86,64.08
19/07/2008,99.42,91.65,84.84,N.S.,,66.50,62.36,63.07,62.16
12/07/2008,100.11,92.86,84.06,N.S.,,65.30,61.74,62.67,61.95
05/07/2008,101.61,93.22,85.92,N.S.,,65.57,61.45,63.73,63.01
28/06/2008,102.25,94.94,89.44,N.S.,,67.19,62.68,63.39,61.77
21/06/2008,101.00,95.82,91.30,N.S.,,64.21,61.96,62.23,61.68
14/06/2008,95.50,93.95,94.07,N.S.,,61.35,60.62,60.20,60.28
07/06/2008,91.69,89.09,92.96,N.S.,,58.87,60.23,59.40,58.57
31/05/2008,91.23,87.17,90.84,N.S.,,58.76,57.93,57.73,56.32
24/05/2008,92.47,87.21,88.79,N.S.,,58.03,57.02,57.36,55.51
17/05/2008,92.56,87.31,88.36,N.S.,,57.46,55.15,54.30,53.52
10/05/2008,93.09,87.51,86.07,N.S.,,57.61,55.11,54.89,52.54
03/05/2008,95.14,87.51,86.36,N.S.,,59.05,56.17,55.35,53.5
26/04/2008,97.53,90.29,89.43,N.S.,,59.31,56.17,55.60,54.83
19/04/2008,94.81,N.S.,91.14,N.S.,,58.68,54.24,55.14,53.48
12/04/2008,87.47,83.97,90.96,N.S.,,58.60,54.25,54.83,53.55
05/04/2008,79.95,65.64,93.21,N.S.,,57.54,54.63,54.46,52.22
29/03/2008,64.49,N.S.,60.97,N.S.,,57.79,55.17,54.73,53.1
22/03/2008,N.S.,58.96,N.S.,N.S.,,N.S.,55.22,55.64,54.26
15/03/2008,N.S.,N.S.,N.S.,N.S.,,59.85,55.92,56.33,53.34
08/03/2008,66.06,N.S.,60.76,N.S.,,58.58,56,55.53,52.42
01/03/2008,N.S.,55.65,57.02,N.S.,,58.14,53.99,53.8,51.0
23/02/2008,65.69,59.39,58.15,N.S.,,58.53,52.69,53.65,50.0
16/02/2008,67.81,62.5,61.27,N.S.,,57.66,51.8,53.47,49.76
09/02/2008,70.4,63.28,59.63,N.S.,,57.32,52.28,52.6,50.02
02/02/2008,70.39,64.99,62.09,N.S.,,57.06,53.38,52.5,50.33
26/01/2008,73.38,65.66,65.57,N.S.,,54.59,53.43,52.07,48.5
19/01/2008,76.25,71.01,67.16,N.S.,,57.49,52.48,53.18,48.04
12/01/2008,78.73,73.97,68.17,N.S.,,58.02,52.23,53.39,46.84
05/01/2008,79.79,76.19,70.07,N.S.,,57.83,51.67,53.92,46.75
26/12/2009,122.39 ,107.25 ,109.37 ,N.S.,,No sal,73.24 ,No sal,70.36
19/12/2009,122.95 ,111.26 ,113.70 ,N.S.,,81.73 ,74.04 ,74.41 ,69.36
12/12/2009,123.65 ,111.72 ,114.33 ,N.S.,,81.48 ,74.69 ,76.11 ,72.16
05/12/2009,126.73 ,114.98 ,111.19 ,N.S.,,82.72 ,76.90 ,77.44 ,75.31
28/11/2009,126.24 ,120.06 ,110.03 ,N.S.,,84.40 ,76.51 ,77.67 ,72.92
21/11/2009,132.46 ,118.99 ,114.64 ,N.S.,,80.23 ,76.24 ,79.41 ,69.08
14/11/2009,129.38 ,120.09 ,116.15 ,N.S.,,78.86 ,0.00 ,75.37 ,0.0
07/11/2009,129.75 ,118.65 ,115.75 ,N.S.,,79.27 ,70.38 ,73.22 ,64.45
31/10/2009,132.56 ,119.64 ,109.63 ,N.S.,,82.58,68.75 ,72.78 ,65.26
24/10/2009,128.85 ,119.67 ,108.25 ,N.S.,,86.17 ,72.49 ,75.68 ,67.16
17/10/2009,130.14 ,119.69 ,106.18 ,N.S.,,N.S ,73.67 ,N.S ,68.14
10/10/2009,129.80,117.34 ,109.32 ,N.S.,,84.32 ,73.48 ,77.27 ,68.1
03/10/2009,N.S ,N.S ,N.S ,N.S.,,86.50 ,75.59 ,77.85 ,78.6
26/09/2009,129.70 ,114.83 ,105.28 ,N.S.,,89.65 ,76.85 ,80.74 ,79.87
19/09/2009,124.18 ,114.69 ,101.40 ,N.S.,,93.79 ,75.45 ,80.50 ,75.53
12/09/2009,121.40 ,112.62 ,No sal,N.S.,,92.81 ,74.93 ,75.67 ,73.85
05/09/2009,122.13 ,112.43 ,No sal,N.S.,,No sal,73.75 ,78.51 ,70.36
29/08/2009,123.21 ,114.19 ,101.70 ,N.S.,,93.72 ,72.21 ,77.25 ,69.39
22/08/2009,126.20 ,114.15 ,101.14 ,N.S.,,94.20 ,72.27 ,76.49 ,67.87
15/08/2009,123.83 ,113.56 ,102.99 ,N.S.,,96.50 ,70.51 ,75.35 ,67.58
08/08/2009,122.81 ,112.15 ,106.04 ,N.S.,,95.46 ,69.52 ,74.30  ,68.64
01/08/2009,120.93 ,112.08 ,105.19 ,N.S.,,N.S.  ,69.64 ,76.80  ,71.04
25/07/2009,120.67 ,107.28 ,102.15 ,N.S.,,94.40 ,70.54 ,78.85  ,74.15
18/07/2009,124.59 ,106.58 ,103.72 ,N.S.,,87.75 ,73.24 ,80.91 ,81.93
11/07/2009,127.35 ,116.15 ,107.48 ,N.S.,,85.36 ,73.27 ,80.32 ,80.81
04/07/2009,128.69 ,124.03 ,110.79 ,N.S.,,85.16 ,74.69 ,78.76 ,78.81
27/06/2009,130.26 ,125.71 ,116.34 ,N.S.,,86.83 ,78.17 ,79.99 ,77.23
20/06/2009,130.70 ,126.37 ,122.52 ,N.S.,,84.91 ,79.89 ,83.93 ,75.66
13/06/2009,130.55 ,125.04 ,122.77 ,N.S.,,86.70 ,78.10 ,82.01 ,71.83
06/06/2009,134.80 ,N.S.    ,124.09 ,N.S.,,N.S.  ,82.17 ,82.41 ,69.68
30/05/2009,140.00 ,133.75 ,131.76 ,N.S.,,92.08 ,87.92 ,89.46 ,75.26
23/05/2009,139.96 ,133.55 ,136.78 ,N.S.,,N. S. ,88.66 ,90.34 ,81.01
16/05/2009,137.33 ,131.05 ,130.00 ,N.S.,,N. S. ,89.12 ,89.45 ,81.39
09/05/2009,133.97 ,128.70 ,124.07 ,N.S.,,90.76 ,95.60 ,87.86 ,82.08
02/05/2009,126.49 ,122.25 ,118.95 ,N.S.,,87.37 ,85.14 ,83.31 ,79.73
25/04/2009,117.93 ,110.18 ,113.56 ,N.S.,,89.54 ,85.55 ,83.19 ,79.52
18/04/2009,N.S.  ,N.S.  ,115.41 ,N.S.,,89.55 ,82.96 ,83.53 ,76.47
11/04/2009,N.S.  ,98.98  ,110.53 ,N.S.,,N.S.  ,78.37 ,80.77 ,73.77
04/04/2009,81.02   ,N.S.  ,105.29 ,N.S.,,88.83 ,74.26 ,78.55 ,71.61
28/03/2009,N.S.  ,74.71  ,86.52 ,N.S.,,85.09 ,71.05 ,73.39 ,68.16
21/03/2009,76.82   ,N.S.  ,73.40  ,N.S.,,82.96   ,68.76 ,72.54 ,68.68
14/03/2009,No Sal,No Sal,No Sal,N.S.,,85.84 ,69.92 ,64.13 ,68.04
07/03/2009,79.54   ,71.10  ,71.73 ,N.S.,,82.81 ,82.05 ,73.10 ,69.06
28/02/2009,79.92,74.41 ,71.29 ,N.S.,,82.62 ,69.47 ,71.27 ,68.95
21/02/2009,84.39  ,75.27  ,78.25 ,N.S.,,75.10 ,82.90 ,69.85 ,66.39
14/02/2009,87.95  ,79.98  ,78.25 ,N.S.,,83.92 ,69.93 ,70.90 ,65.14
07/02/2009,88.99  ,83.24  ,N.S.  ,N.S.,,83.76 ,67.50 ,72.22 ,67.4
31/01/2009,91.45,N.S.,79.27,N.S.,,80.76,69.65,72.30,69.39
24/01/2009,94.14,85.69,N.S.,N.S.,,80.87,N.S.,71.12,69.14
17/01/2009,95.95,87.66,80.58,N.S.,,82.25,69.64,71.66,69.51
10/01/2009,97.74,87.48,82.72,N.S.,,83.31,67.24,70.47,67.39
03/01/2009,99.01,N.S.,84.02,N.S.,,81.66,68.94,70.74,65.55
25/12/2010,122.91,104.50,N.S.,N.S.,,80.28,65.60,68.54,60.77
18/12/2010,125.06,109.00,108.78,N.S.,,79.65,65.34,67.24,59.45
11/12/2010,127.22,110.39,108.57,N.S.,,79.02,63.78,66.84,58.50
04/12/2010,128.61,117.11,106.98,N.S.,,78.99,64.64,66.14,57.19
27/11/2010,131.63,118.31,104.34,N.S.,,79.19,65.10,67.82,56.53
20/11/2010,130.93,120.27,109.46,N.S.,,79.94,65.21,65.21,54.81
13/11/2010,131.62,118.41,109.18,N.S.,,82.80,64.42,66.24,54.11
06/11/2010,132.73,118.83,112.10,N.S.,,82.63,64.54,N.S.,52.88
30/10/2010,133.73,122.23,108.24,N.S.,,83.39,64.65,66.65,51.42
13/10/2010,N.S.,124.62,106.50,N.S.,,84.58,63.59,65.61,52.14
16/10/2010,133.76,N.S.,N.S.,N.S.,,85.06,63.41,66.86,50.36
09/10/2010,135.56,123.41,106.64,N.S.,,85.85,62.47,65.09,50.97
02/10/2010,131.81,123.32,106.39,N.S.,,87.00,61.45,64.76,52.16
25/09/2010,133.27,124.46,104.10,N.S.,,85.92,61.31,65.72,54.50
18/09/2010,133.45,122.48,105.22,N.S.,,88.19,63.50,68.58,51.75
11/09/2010,135.37,125.30,106.66,N.S.,,82.07,63.12,65.37,52.59
04/09/2010,135.83,122.13,105.70,N.S.,,72.98,57.46,56.18,49.30
28/08/2010,136.17,124.84,105.84,N.S.,,N.S,54.27,56.88,47.28
21/08/2010,135.10,126.20,108.02,N.S.,,73.20,53.29,55.27,49.99
14/08/2010,135.72,123.03,109.38,N.S.,,71.81,52.40,55.52,49.53
07/08/2010,131.96,121.00,108.71,N.S.,,71.36,52.30,55.79,48.91
31/07/2010,137.58,122.64,106.85,N.S.,,72.02,52.34,56.30,51.14
24/07/2010,131.27,117.92,108.18,N.S.,,74.06,51.17,55.78,53.00
17/07/2010,129.25,115.76,107.88,N.S.,,74.14,51.02,56.18,46.10
10/07/2010,131.57,118.00,108.61,N.S.,,71.16,50.62,54.90,49.03
03/07/2010,128.06,116.72,109.67,N.S.,,69.52,50.53,55.34,48.24
26/06/2010,124.76,116.28,113.38,N.S.,,66.07,50.77,N.S.,43.11
19/06/2010,117.92,114.86,112.32,N.S.,,66.87,51.66,52.54,44.97
12/06/2010,119.26,114.59,110.43,N.S.,,68.01,53.70,56.53,45.05
05/06/2010,115.92,111.16,110.61,N.S.,,75.58,56.52,57.93,N.S.
29/05/2010,123.00,111.31,104.35,N.S.,,73.43,56.63,58.50,N.S.
22/05/2010,120.76,109.36,105.75,N.S.,,73.09,56.55,58.09,54.33
15/05/2010,120.50,111.43,100.51,N.S.,,75.61,57.14,59.70,51.70
08/05/2010,120.27,115.20,98.57,N.S.,,75.84,56.84,62.34,55.51
01/05/2010,113.96,118.30,99.79,N.S.,,87.24,59.39,68.46,59.32
24/04/2010,109.42,101.15,101.37,N.S.,,81.67,62.27,64.93,59.52
17/04/2010,106.80,N.S.,109.47,N.S.,,83.83,62.15,67.34,60.01
10/04/2010,74.98,81.58,117.50,N.S.,,84.10,61.62,66.34,N.S.
03/04/2010,67.64,66.59,76.87,N.S.,,N.S.,62.68,66.02,63.21
27/03/2010,N.S.,N.S.,N.S.,N.S.,,81.14,63.29,66.29,62.82
20/03/2010,N.S.,N.S.,N.S.,N.S.,,76.59,64.39,65.57,59.61
13/03/2010,75.96,73.71,75.20,N.S.,,74.92,65.34,64.97,62.93
06/03/2010,83.13,75.65,77.93,N.S.,,75.46,66.00,65.45,60.42
27/02/2010,95.47,82.21,81.86,N.S.,,76.50,68.74,65.55,66.11
20/02/2010,99.01,86.76,87.40,N.S.,,75.00,70.56,67.85,69.72
13/02/2010,106.23,87.15,87.43,N.S.,,76.19,71.37,69.81,70.90
06/02/2010,105.73,89.31,90.31,N.S.,,75.96,70.85,69.75,65.15
30/01/2010,110.32,N.S.,94.52,N.S.,,77.28,71.93,70.94,62.84
23/01/2010,106.12 ,91.32 ,94.60 ,N.S.,,80.02 ,70.91 ,71.26 ,63.74 
16/01/2010,N.S.,93.96 ,96.50 ,N.S.,,79.89 ,72.70 ,71.47 ,66.08 
09/01/2010,109.00 ,97.60 ,101.20 ,N.S.,,80.67 ,72.35 ,73.10 ,66.74 
02/01/2010,115.98 ,103.00 ,105.34 ,N.S.,,77.97 ,No Sal,73.67 ,70.24 
26/11/2011,123.35,105.74,100.06,N.S.,,80.71,60.22,64.77,56.37
31/12/2011,124.07,97.82,101.76,N.S.,,N.S.,N.S.,N.S.,N.S.
24/12/2011,121.55,97.94,103.80,N.S.,,80.74,64.22,66.23,62.24
17/12/2011,118.86,96.50,99.38,N.S.,,79.51,61.63,65.04,61.33
10/12/2011,122.54,101.41,96.60,N.S.,,79.39,59.57,64.55,58.85
03/12/2011,127.40,101.55,95.56,N.S.,,79.70,59.31,63.54,57.88
19/11/2011,124.22,104.41,104.16,N.S.,,79.95,61.88,65.16,56.11
12/11/2011,126.11,109.60,104.50,N.S.,,79.94,63.06,66.39,60.91
05/11/2011,126.16,109.80,103.47,N.S.,,80.83,63.37,68.84,61.88
29/10/2011,126.83,114.64,99.51,N.S.,,82.23,65.55,N.S.,60.17
22/10/2011,125.23,111.19,99.97,N.S.,,85.45,67.08,72.09,58.77
15/10/2011,127.88,110.38,97.76,N.S.,,89.74,67.47,71.11,63.54
08/10/2011,N.S.,N.S.,N.S.,N.S.,,94.45,68.30,74.02,62.26
01/10/2011,129.41,112.61,90.75,N.S.,,91.78,67.92,68.45,60.47
24/09/2011,129.12,108.56,94.70,N.S.,,88.34,65.26,69.17,56.80
17/09/2011,124.09,111.82,97.89,N.S.,,83.19,62.64,66.53,55.65
10/09/2011,125.08,110.45,102.12,N.S.,,N.S.,60.56,64.09,55.36
03/09/2011,126.50,109.15,97.50,N.S.,,82.02,59.50,63.23,56.11
27/08/2011,125.23,110.82,102.59,N.S.,,80.09,59.03,63.47,54.64
20/08/2011,126.04,111.48,101.42,N.S.,,77.47,57.80,62.40,53.59
13/08/2011,126.60,111.70,104.61,N.S.,,78.20,56.65,60.51,54.58
06/08/2011,125.91,111.16,105.72,N.S.,,75.99,55.91,59.57,53.14
30/07/2011,125.85,118.42,109.36,N.S.,,75.34,56.64,59.41,53.75
23/07/2011,135.41,122.06,112.84,N.S.,,75.14,56.67,58.44,53.69
16/07/2011,135.67,126.51,113.36,N.S.,,76.60,57.03,59.27,55.37
09/07/2011,138.72,128.37,114.54,N.S.,,73.71,58.61,57.61,52.49
02/07/2011,136.51,133.53,116.14,N.S.,,73.40,58.98,59.04,51.89
25/06/2011,134.28,132.19,122.91,N.S.,,70.36,60.09,59.54,52.27
18/06/2011,131.68,129.36,126.47,N.S.,,71.85,59.41,58.16,50.02
11/06/2011,129.43,126.81,131.21,N.S.,,62.29,57.77,58.87,51.38
04/06/2011,125.08,121.46,133.82,N.S.,,70.96,55.48,55.55,50.87
28/05/2011,127.87,121.10,126.92,N.S.,,72.71,57.06,58.18,53.14
21/05/2011,131.13,123.76,119.78,N.S.,,75.91,57.24,60.42,55.19
14/05/2011,129.55,123.77,114.75,N.S.,,80.15,57.92,61.00,56.20
07/05/2011,134.71,127.52,113.07,N.S.,,79.34,61.27,65.18,57.66
30/04/2011,140.34,131.24,119.55,N.S.,,81.47,62.20,65.87,56.62
23/04/2011,112.23,110.93,123.28,N.S.,,N.S.,63.94,66.96,56.42
16/04/2011,130.49,N.S.,129.94,N.S.,,81.63,64.90,68.28,58.86
09/04/2011,125.68,112.71,133.36,N.S.,,80.86,67.65,68.19,56.79
02/04/2011,71.64,66.40,85.74,N.S.,,79.78,69.81,63.05,58.52
26/03/2011,N.S.,N.S.,N.S.,N.S.,,79.19,70.55,70.02,58.37
19/03/2011,N.S.,N.S.,N.S.,N.S.,,79.59,72.83,70.98,57.48
12/03/2011,86.77,79.00,74.65,N.S.,,82.46,71.21,72.44,59.20
05/03/2011,83.67,N.S.,78.11,N.S.,,81.97,72.81,71.89,57.81
26/02/2011,91.23,76.06,77.20,N.S.,,83.65,72.86,74.77,60.55
19/02/2011,97.43,87.80,78.19,N.S.,,81.96,72.99,75.25,61.67
12/02/2011,102.18,87.99,78.54,N.S.,,N.S.,73.27,74.55,62.01
05/02/2011,107.94,92.20,84.39,N.S.,,81.49,73.22,73.10,68.31
29/01/2011,111.39,N.S.,88.38,N.S.,,82.80,73.14,75.12,69.57
22/01/2011,113.17,93.03,91.70,N.S.,,87.15,73.27,76.50,72.60
15/01/2011,114.48,96.59,99.00,N.S.,,82.39,71.25,74.67,68.76
08/01/2011,115.60,95.83,103.05,N.S.,,79.58,67.62,70.66,63.15
01/01/2011,119.16,101.32,105.78,N.S.,,N.S.,N.S.,N.S.,N.S.
29/12/2012,145.47,131.33,122.91,98.99,,N.S.,N.S.,N.S.,N.S.
22/12/2012,145.30,133.74,126.51,103.02,,103.74,97.88,96.88,99.46
15/12/2012,146.65,138.22,126.77,103.02,,103.25,95.82,95.84,95.91
08/12/2012,146.89,134.98,127.77,103.55,,101.03,93.99,93.35,91.81
01/12/2012,148.97,133.42,128.94,105.07,,99.60,93.50,93.28,92.39
24/11/2012,151.77,134.58,129.38,104.67,,97.39,92.37,92.77,89.49
17/11/2012,149.59,135.22,126.30,100.71,,96.76,89.27,N.S.,87.91
10/11/2012,150.00,131.32,122.44,98.93,,95.50,87.61,89.23,83.62
03/11/2012,145.61,129.20,120.08,96.52,,95.61,83.90,87.27,82.04
27/10/2012,N.S.,N.S.,N.S.,N.S.,,95.87,83.07,87.22,84.82
20/10/2012,147.22,127.64,113.36,94.49,,96.37,84.38,86.88,84.98
13/10/2012,146.07,130.98,113.75,95.27,,97.21,83.76,86.65,82.96
06/10/2012,N.S.,133.24,113.36,97.62,,98.20,84.46,87.92,83.31
29/09/2012,144.86,135.26,112.58,96.20,,99.31,87.22,88.49,83.94
22/09/2012,146.99,136.01,117.89,100.96,,99.18,88.77,91.44,87.24
15/09/2012,149.61,136.53,119.97,106.72,,98.84,92.12,93.07,88.13
08/09/2012,147.33,139.07,121.68,105.08,,96.05,91.72,93.24,89.27
01/09/2012,148.24,138.96,122.95,107.08,,N.S.,90.19,91.41,86.75
25/08/2012,151.27,142.04,125.24,107.66,,93.87,87.54,89.68,87.48
18/08/2012,149.78,141.10,124.41,108.69,,95.17,84.65,87.25,85.96
11/08/2012,151.48,143.23,126.34,110.28,,95.84,84.32,86.11,85.59
04/08/2012,152.58,143.48,127.63,107.42,,97.03,81.44,84.78,83.85
28/07/2012,154.80,142.38,128.59,113.15,,95.79,78.58,82.68,80.22
21/07/2012,154.41,144.16,129.3,110.40,,94.26,77.23,80.73,80.06
14/07/2012,157.21,143.41,127.43,110.96,,93.53,76.14,79.50,80.25
07/07/2012,160.15,148.92,129.80,111.09,,90.19,77.32,80.30,80.81
30/06/2012,158.63,151.69,134.74,118.94,,88.75,79.20,81.00,79.21
23/06/2012,163.32,154.53,141.96,125.93,,91.20,82.43,83.67,78.36
16/06/2012,166.41,158.51,149.13,131.74,,95.89,88.47,85.55,78.88
09/06/2012,174.54,161.87,153.32,134.28,,97.17,92.18,88.24,81.76
02/06/2012,173.92,159.32,156.72,134.18,,97.76,93.13,89.95,81.24
26/05/2012,171.32,160.39,156.51,142.42,,99.43,91.88,89.88,78.20
19/05/2012,164.07,158.06,150.25,143.07,,101.01,86.77,88.23,75.71
12/05/2012,162.1,155.12,145.52,137.45,,97.46,81.8,83.64,72.08
05/05/2012,164.00,158.11,138.39,N.S.,,99.81,79.31,79.95,69.43
28/04/2012,160.41,155.88,141.57,N.S.,,104.59,78.26,78.85,69.14
21/04/2012,124.63,141.97,139.73,N.S.,,103.04,77.22,79.30,68.51
14/04/2012,129.59,158.26,146.26,N.S.,,98.82,75.93,79.57,65.97
07/04/2012,102.56,133.30,122.72,N.S.,,N.S.,74.27,78.68,66.26
31/03/2012,80.03,88.99,112.72,N.S.,,92.47,74.36,76.19,65.95
24/03/2012,N.S.,N.S.,74.04,N.S.,,94.43,73.49,74.8,64.27
17/03/2012,NS ,NS ,79.99,N.S.,,90.19,71.64,72.63,64.77
10/03/2012,87.52,80.30,NS,N.S.,,89.21,71.92,71.43,62.85
03/03/2012,92.20,NS ,82.52,N.S.,,86.25,71.55,70.82,64.34
25/02/2012,99.05,75.41,82.29,N.S.,,84.32,70.55,70.50,63.58
18/02/2012,102.62,86.88,85.09,N.S.,,85.34,71.84,69.81,64.24
11/02/2012,106.69,86.81,89.23,N.S.,,83.67,71.97,70.87,64.46
04/02/2012,108.90,86.95,96.18,N.S.,,82.19,71.37,70.06,64.24
28/01/2012,112.13,86.06,N.S.,N.S.,,82.33,71.33,70.25,67.50
21/01/2012,113.38,87.79,N.S.,N.S.,,81.79,70.43,70.52,68.22
14/01/2012,118.92,89.85,96.94,N.S.,,83.46,67.90,68.00,64.48
07/01/2012,121.61,93.40,98.40,N.S.,,82.74,65.22,68.65,62.63
28/12/2013,143.77,117.81,123.35,N.S.,,NS,NS,NS,NS
21/12/2013,143.51,118.65,120.28,N.S.,,98.56,73.19,80.38,76.66
07/12/2013,152.31,124.53,120.67,N.S.,,95.38,72.31,81.19,75.60
30/11/2013,153.33,124.02,123.10,N.S.,,100.54,74.34,80.88,75.05
23/11/2013,146.15,126.04,126.58,N.S.,,103.56,76.15,84.36,80.97
16/11/2013,144.73,130.60,121.57,N.S.,,104.03,74.35,82.51,77.55
09/11/2013,144.78,131.78,120.62,83.27,,107.97,71.71,81.89,75.77
02/11/2013,145.11 ,130.12 ,117.65 ,85.00 ,,109.59 ,73.69 ,N.S.,75.48 
26/10/2013,148.04 ,132.51 ,118.36 ,N.S. ,,108.72 ,77.29 ,85.07 ,76.88 
19/10/2013,N.S. ,N.S. ,N.S. ,N.S. ,,111.16 ,79.37 ,89.75 ,78.49 
12/10/2013,148.81 ,137.32 ,115.06 ,N.S. ,,118.35 ,84.45 ,96.28 ,82.92 
05/10/2013,148.01 ,135.37 ,116.82 ,85.65 ,,122.77 ,86.29 ,95.26 ,85.66 
28/09/2013,148.10 ,131.59 ,117.97 ,87.74 ,,130.67 ,87.94 ,98.52 ,87.05 
21/09/2013,145.77 ,131.85 ,116.66 ,85.89 ,,N.S.  ,87.87 ,99.81 ,89.14 
14/09/2013,145.36 ,131.07 ,115.76 ,93.50 ,,128.62 ,87.93 ,101.39 ,90.39 
07/09/2013,144.05 ,129.22 ,113.90 ,88.22 ,,128.20 ,86.68 ,98.95 ,92.87 
31/08/2013,146.59 ,132.48 ,114.78 ,91.33 ,,125.16 ,86.43 ,95.25 ,88.10 
24/08/2013,146.78 ,132.56 ,116.48 ,91.02 ,,121.70 ,84.40 ,92.96 ,84.17 
17/08/2013,155.04 ,134.78 ,115.80 ,91.10 ,,123.24 ,84.85 ,92.94 ,84.54 
10/08/2013,150.85 ,139.60 ,118.31 ,90.24 ,,123.69 ,84.59 ,94.01 ,86.24 
03/08/2013,147.60,140.94,121.56,92.41,,117.24,85.20,92.35,87.94
27/07/2013,150.47,142.14,123.97,94.78,,116.45,83.93,91.76,91.87
20/07/2013,153.68,144.93,124.85,93.70,,113.79,85.41,91.64,91.78
13/07/2013,157.33,146.8,126.88,101.53,,109.65,87.99,92.23,92.5
06/07/2013,158.62,148.91,128.06,103.42,,109.09,91.00,95.76,94.23
29/06/2013,155.34,147.02,133.01,100.64,,109.66,91.85,95.99,92.75
22/06/2013,148.54,142.94,137.11,109.64,,109.02,91.59,95.75,93.31
15/06/2013,144.87,141.25,139.41,112.13,,108.96,90.54,95.67,90.33
08/06/2013,147.56,138.72,138.85,113.50,,111.20,91.96,95.82,88.45
01/06/2013,149.53,135.41,137.82,113.96,,113.82,92.19,96.97,89.67
25/05/2013,151.69,141.91,134.02,122.20,,110.63,92.33,95.30,87.42
18/05/2013,155.68,148.31,128.01,N.S.,,107.59,91.30,93.34,84.08
11/05/2013,153.75,145.64,129.73,N.S.,,108.70,93.37,93.02,82.59
04/05/2013,158.93,151.43,130.19,N.S.,,117.51,97.28,99.00,83.61
16/03/2013,N.S.,N.S.,N.S.,N.S.,,124.30,107.93,11.60,94.41
27/04/2013,157.00,156.28,132.53,138.68,,124.09,100.64,103.43,87.24
20/04/2013,156.49,163.52,138.81,N.S.,,126.37,102.82,105.52,89.94
13/04/2013,137.72,157.50,144.44,N.S.,,129.78,105.02,110.35,91.84
06/04/2013,132.08,131.67,143.98,N.S.,,131.81,109.48,113.03,96.11
30/03/2013,N.S.,N.S.,N.S.,N.S.,,N.S.,109.63,117.47,96.79
23/03/2013,134.46,127.98,134.72,N.S.,,134.62,110.75,116.04,99.61
16/03/2013,N.S.,N.S.,N.S.,N.S.,,124.30,107.93,111.60,94.41
09/03/2013,137.56,122.39,124.68,N.S.,,116.86,104.00,107.23,91.28
02/03/2013,140.62,N.S.,N.S.,N.S.,,110.03,99.83,102.18,84.98
23/02/2013,133.19,121.85,121.78,N.S.,,107.89,97.86,99.32,87.03
16/02/2013,128.29,120.77,116.31,N.S.,,105.71,98.37,97.92,91.77
09/02/2013,130.35,119.13,113.36,N.S.,,104.55,98.71,97.61,91.99
02/02/2013,130.71,116.72,114.94,N.S.,,102.89,98.21,97.72,93.47
26/01/2013,139.69,116.64,112.69,N.S.,,101.43,98.16,96.95,94.34
19/01/2013,137.50,121.70,115.51,98.42,,101.62,97.55,96.20,97.48
12/01/2013,142.04,122.05,118.56,97.30,,104.11,99.35,98.31,98.99
05/01/2013,144.54,130.10,121.08,99.40,,103.70,99.80,98.81,101.73
27/12/2014,154.00,126.21,123.58,NS,,NS,NS,NS,NS
